"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, CROPLAND, IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>","RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, CROPLAND, NON-IRRIGATED - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>","RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE  -  <b>VALUE</b>","RENT, CASH, PASTURELAND - EXPENSE, MEASURED IN $ / ACRE  -  <b>CV (%)</b>"
"SURVEY","2026","YEAR","","COUNTY","ARKANSAS","05","SOUTHWEST","70","SEVIER","133","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","24","6.6","30.5","14.2"
"SURVEY","2026","YEAR","","COUNTY","ARKANSAS","05","WEST CENTRAL","40","CRAWFORD","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","31","6.5","22.5","4.5"
"SURVEY","2026","YEAR","","COUNTY","ARKANSAS","05","WEST CENTRAL","40","FRANKLIN","047","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","26.5","17.9","14","4.7"
"SURVEY","2026","YEAR","","COUNTY","ARKANSAS","05","WEST CENTRAL","40","JOHNSON","071","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","23.5","7.3","19.5","16.1"
"SURVEY","2026","YEAR","","COUNTY","ARKANSAS","05","WEST CENTRAL","40","LOGAN","083","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","33","9.8","16.5","3"
"SURVEY","2026","YEAR","","COUNTY","ARKANSAS","05","WEST CENTRAL","40","POLK","113","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","31","8.6","26","7.8"
"SURVEY","2026","YEAR","","COUNTY","ARKANSAS","05","WEST CENTRAL","40","POPE","115","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","19","7.1","27","9.9"
"SURVEY","2026","YEAR","","COUNTY","ARKANSAS","05","WEST CENTRAL","40","SCOTT","127","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","23","7.5","21.5","12.6"
"SURVEY","2026","YEAR","","COUNTY","ARKANSAS","05","WEST CENTRAL","40","SEBASTIAN","131","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","35","8.1","11.5","3.1"
"SURVEY","2026","YEAR","","COUNTY","ARKANSAS","05","WEST CENTRAL","40","YELL","149","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","26","36","18.5","4.2"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","","99","OTHER COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","585","20.5","44.5","9","12","22.8"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","ALAMEDA","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","27","11.9","14.5","12.1"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","CONTRA COSTA","013","","","00000000","","RENT","TOTAL","NOT SPECIFIED","379","7.8","30.5","8.6","23.5","7.8"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","LAKE","033","","","00000000","","RENT","TOTAL","NOT SPECIFIED","491","7.1","","","15","5.6"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","MARIN","041","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","64","9.2","42","23.8"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","MONTEREY","053","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","17.5","7.8"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","NAPA","055","","","00000000","","RENT","TOTAL","NOT SPECIFIED","4,000","11.3","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN BENITO","069","","","00000000","","RENT","TOTAL","NOT SPECIFIED","651","10","","","15","15.8"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN LUIS OBISPO","079","","","00000000","","RENT","TOTAL","NOT SPECIFIED","811","21.4","","","20","15.1"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SAN MATEO","081","","","00000000","","RENT","TOTAL","NOT SPECIFIED","550","15","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CLARA","085","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","5.6","10.4"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SANTA CRUZ","087","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","25","25.2"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","CENTRAL COAST","40","SONOMA","097","","","00000000","","RENT","TOTAL","NOT SPECIFIED","1,300","17.5","57.5","10.4","23.5","24.3"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","NORTHEAST","30","LASSEN","035","","","00000000","","RENT","TOTAL","NOT SPECIFIED","225","14.5","31.5","20","17.5","9.3"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","NORTHEAST","30","MODOC","049","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","15.5","18.5"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","NORTHERN COAST","10","DEL NORTE","015","","","00000000","","RENT","TOTAL","NOT SPECIFIED","620","8.3","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","NORTHERN COAST","10","HUMBOLDT","023","","","00000000","","RENT","TOTAL","NOT SPECIFIED","405","10.7","","","18.5","16.8"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","NORTHERN COAST","10","MENDOCINO","045","","","00000000","","RENT","TOTAL","NOT SPECIFIED","1,290","23.9","","","13","2.4"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","BUTTE","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","437","7.4","","","20","8.7"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","COLUSA","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","375","8.7","","","23.5","11.2"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","GLENN","021","","","00000000","","RENT","TOTAL","NOT SPECIFIED","246","6.8","24","9.7","31","11.5"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","SACRAMENTO","067","","","00000000","","RENT","TOTAL","NOT SPECIFIED","276","6","67.5","10.3","25","7.2"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","SOLANO","095","","","00000000","","RENT","TOTAL","NOT SPECIFIED","257","7.4","30","10.3","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","SUTTER","101","","","00000000","","RENT","TOTAL","NOT SPECIFIED","420","7.6","","","32","4.1"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","TEHAMA","103","","","00000000","","RENT","TOTAL","NOT SPECIFIED","272","10.8","30","13.2","11","8.1"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","YOLO","113","","","00000000","","RENT","TOTAL","NOT SPECIFIED","440","12","43","14.5","15","5.5"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SACRAMENTO VALLEY","50","YUBA","115","","","00000000","","RENT","TOTAL","NOT SPECIFIED","365","7.1","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","FRESNO","019","","","00000000","","RENT","TOTAL","NOT SPECIFIED","305","10.9","22","9.5","11.5","9.7"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","KERN","029","","","00000000","","RENT","TOTAL","NOT SPECIFIED","445","14.4","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","KINGS","031","","","00000000","","RENT","TOTAL","NOT SPECIFIED","305","8","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","MADERA","039","","","00000000","","RENT","TOTAL","NOT SPECIFIED","410","6.6","65.5","2.9","12","11.4"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","MERCED","047","","","00000000","","RENT","TOTAL","NOT SPECIFIED","411","8.2","33","3.4","23.5","9.6"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","SAN JOAQUIN","077","","","00000000","","RENT","TOTAL","NOT SPECIFIED","425","4.9","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","STANISLAUS","099","","","00000000","","RENT","TOTAL","NOT SPECIFIED","450","10.4","55","6.7","28.5","8.3"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SAN JOAQUIN VALLEY","51","TULARE","107","","","00000000","","RENT","TOTAL","NOT SPECIFIED","450","13.4","42","11.1","14","7.7"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS","60","AMADOR","005","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","65","5","20","11.3"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS","60","CALAVERAS","009","","","00000000","","RENT","TOTAL","NOT SPECIFIED","700","5.8","","","14.5","12.4"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS","60","EL DORADO","017","","","00000000","","RENT","TOTAL","NOT SPECIFIED","900","3.2","33","5.2","14","15.2"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS","60","INYO","027","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","10","6.3"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS","60","MARIPOSA","043","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","30","6.7","19.5","10.1"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS","60","NEVADA","057","","","00000000","","RENT","TOTAL","NOT SPECIFIED","1,540","9","","","28","11.2"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS","60","PLACER","061","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","41.5","11.3","26.5","8.9"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SIERRA MOUNTAINS","60","TUOLUMNE","109","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","24","13.4"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SISKIYOU-SHASTA","20","SHASTA","089","","","00000000","","RENT","TOTAL","NOT SPECIFIED","205","10.3","36.5","4","14.5","14.1"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SISKIYOU-SHASTA","20","SISKIYOU","093","","","00000000","","RENT","TOTAL","NOT SPECIFIED","250","17","","","13","5.1"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","IMPERIAL","025","","","00000000","","RENT","TOTAL","NOT SPECIFIED","350","6.4","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","LOS ANGELES","037","","","00000000","","RENT","TOTAL","NOT SPECIFIED","1,000","11.9","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","ORANGE","059","","","00000000","","RENT","TOTAL","NOT SPECIFIED","2,360","9.5","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","RIVERSIDE","065","","","00000000","","RENT","TOTAL","NOT SPECIFIED","259","7.8","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","SAN BERNARDINO","071","","","00000000","","RENT","TOTAL","NOT SPECIFIED","304","9.6","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","SAN DIEGO","073","","","00000000","","RENT","TOTAL","NOT SPECIFIED","1,350","17.3","","","",""
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","SANTA BARBARA","083","","","00000000","","RENT","TOTAL","NOT SPECIFIED","2,300","10.7","","","9.9","7.5"
"SURVEY","2026","YEAR","","COUNTY","CALIFORNIA","06","SOUTHERN CALIFORNIA","80","VENTURA","111","","","00000000","","RENT","TOTAL","NOT SPECIFIED","3,340","7.3","","","5.5","9.5"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","","99","OTHER COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","96.5","11.8","19","12.1","9.1","0.6"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","EAST CENTRAL","60","ADAMS","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","146","22.5","19.5","10.8","",""
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","EAST CENTRAL","60","ARAPAHOE","005","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","13.5","16.8","8.4","8.9"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","EAST CENTRAL","60","CHEYENNE","017","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","32","4.9","9.2","6.9"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","EAST CENTRAL","60","DOUGLAS","035","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","12","8.8"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","EAST CENTRAL","60","EL PASO","041","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","5.7","10.4"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","EAST CENTRAL","60","ELBERT","039","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","28.5","8.8","9.5","37.2"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","EAST CENTRAL","60","KIOWA","061","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","29","14.2","7.3","6.6"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","EAST CENTRAL","60","KIT CARSON","063","","","00000000","","RENT","TOTAL","NOT SPECIFIED","170","6.7","40","5","13","7.3"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","EAST CENTRAL","60","LINCOLN","073","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","28","8.8","6.6","5.8"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","EAST CENTRAL","60","PHILLIPS","095","","","00000000","","RENT","TOTAL","NOT SPECIFIED","257","7.5","47.5","4.9","16.5","19"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","EAST CENTRAL","60","WASHINGTON","121","","","00000000","","RENT","TOTAL","NOT SPECIFIED","214","11.5","39.5","5.4","11","7.5"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","EAST CENTRAL","60","YUMA","125","","","00000000","","RENT","TOTAL","NOT SPECIFIED","290","14.6","45","5.6","16","19.5"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHEAST","20","BOULDER","013","","","00000000","","RENT","TOTAL","NOT SPECIFIED","96.5","7","","","9.4","3.7"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHEAST","20","LARIMER","069","","","00000000","","RENT","TOTAL","NOT SPECIFIED","195","7.3","29","7.4","7.6","4.1"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHEAST","20","LOGAN","075","","","00000000","","RENT","TOTAL","NOT SPECIFIED","234","7.1","36.5","5","14","19.5"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHEAST","20","MORGAN","087","","","00000000","","RENT","TOTAL","NOT SPECIFIED","206","7","36","5.3","9.8","6.5"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHEAST","20","SEDGWICK","115","","","00000000","","RENT","TOTAL","NOT SPECIFIED","178","10.9","45","6.4","13.5","7.2"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHEAST","20","WELD","123","","","00000000","","RENT","TOTAL","NOT SPECIFIED","202","7.5","25","20.8","9.8","6.4"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHWEST AND MOUNTAIN","10","CHAFFEE","015","","","00000000","","RENT","TOTAL","NOT SPECIFIED","61","10.1","30.5","4.9","",""
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHWEST AND MOUNTAIN","10","GRAND","049","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","10","16.1"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHWEST AND MOUNTAIN","10","GUNNISON","051","","","00000000","","RENT","TOTAL","NOT SPECIFIED","54","9.3","","","8.7","3.1"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHWEST AND MOUNTAIN","10","JACKSON","057","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","10","31.8"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHWEST AND MOUNTAIN","10","MOFFAT","081","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","2.8","10.7"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHWEST AND MOUNTAIN","10","PARK","093","","","00000000","","RENT","TOTAL","NOT SPECIFIED","33","8.2","","","2.9","8.3"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHWEST AND MOUNTAIN","10","RIO BLANCO","103","","","00000000","","RENT","TOTAL","NOT SPECIFIED","86.5","7","","","4","4.8"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","NORTHWEST AND MOUNTAIN","10","ROUTT","107","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","17","6.5","6.5","16"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SAN LUIS VALLEY","80","ALAMOSA","003","","","00000000","","RENT","TOTAL","NOT SPECIFIED","191","24.6","","","",""
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SAN LUIS VALLEY","80","CONEJOS","021","","","00000000","","RENT","TOTAL","NOT SPECIFIED","134","8.6","35.5","40.8","23.5","13.7"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SAN LUIS VALLEY","80","RIO GRANDE","105","","","00000000","","RENT","TOTAL","NOT SPECIFIED","220","17.6","","","",""
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SAN LUIS VALLEY","80","SAGUACHE","109","","","00000000","","RENT","TOTAL","NOT SPECIFIED","189","12.6","","","12","8.8"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHEAST","90","BACA","009","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","31","6.6","6.4","16.1"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHEAST","90","BENT","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","178","11.7","17.5","7.8","6.2","7.3"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHEAST","90","CROWLEY","025","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","6","10"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHEAST","90","FREMONT","043","","","00000000","","RENT","TOTAL","NOT SPECIFIED","67","7.6","","","3.4","10.8"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHEAST","90","HUERFANO","055","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","4.8","7.9"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHEAST","90","LAS ANIMAS","071","","","00000000","","RENT","TOTAL","NOT SPECIFIED","122","9.7","6.3","5.1","4.1","6.6"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHEAST","90","OTERO","089","","","00000000","","RENT","TOTAL","NOT SPECIFIED","155","14.8","","","3.1","11.9"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHEAST","90","PROWERS","099","","","00000000","","RENT","TOTAL","NOT SPECIFIED","154","8.5","33.5","4","6.6","12.3"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHEAST","90","PUEBLO","101","","","00000000","","RENT","TOTAL","NOT SPECIFIED","175","7.9","","","6.1","5.9"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHWEST","70","ARCHULETA","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","12","51.9"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHWEST","70","DELTA","029","","","00000000","","RENT","TOTAL","NOT SPECIFIED","120","10.7","","","4.9","8.3"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHWEST","70","GARFIELD","045","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","4","4.7"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHWEST","70","LA PLATA","067","","","00000000","","RENT","TOTAL","NOT SPECIFIED","81.5","11.6","24","4.3","11","29"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHWEST","70","MESA","077","","","00000000","","RENT","TOTAL","NOT SPECIFIED","113","15","","","5.5","19.8"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHWEST","70","MONTEZUMA","083","","","00000000","","RENT","TOTAL","NOT SPECIFIED","135","9.6","","","5.6","7.8"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHWEST","70","MONTROSE","085","","","00000000","","RENT","TOTAL","NOT SPECIFIED","138","14.4","","","4.8","8.6"
"SURVEY","2026","YEAR","","COUNTY","COLORADO","08","SOUTHWEST","70","SAN MIGUEL","113","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","14","7.8","",""
"SURVEY","2026","YEAR","","COUNTY","CONNECTICUT","09","","99","OTHER COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","301","","70.5","18.9","22",""
"SURVEY","2026","YEAR","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","HARTFORD","003","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","152","7.3","",""
"SURVEY","2026","YEAR","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","MIDDLESEX","007","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","67.5","11.1","",""
"SURVEY","2026","YEAR","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","NEW HAVEN","009","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","80","5.4","",""
"SURVEY","2026","YEAR","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","NEW LONDON","011","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","86","8.2","",""
"SURVEY","2026","YEAR","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","TOLLAND","013","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","90","6.2","",""
"SURVEY","2026","YEAR","","COUNTY","CONNECTICUT","09","ALL COUNTIES","10","WINDHAM","015","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","56","8.6","",""
"SURVEY","2026","YEAR","","COUNTY","DELAWARE","10","","99","OTHER COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","197","","","","54",""
"SURVEY","2026","YEAR","","COUNTY","DELAWARE","10","CENTRAL","50","KENT","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","119","4.9","",""
"SURVEY","2026","YEAR","","COUNTY","DELAWARE","10","NORTHERN","20","NEW CASTLE","003","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","102","7.7","",""
"SURVEY","2026","YEAR","","COUNTY","DELAWARE","10","SOUTHERN","80","SUSSEX","005","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","106","6.2","",""
"SURVEY","2026","YEAR","","COUNTY","FLORIDA","12","","99","OTHER COUNTIES","","","","00000000","","RENT","TOTAL","NOT SPECIFIED","257","3.6","61","9.2","22","7.1"
"SURVEY","2026","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","ALACHUA","001","","","00000000","","RENT","TOTAL","NOT SPECIFIED","164","4.4","42.5","9.3","34","9.3"
"SURVEY","2026","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","CITRUS","017","","","00000000","","RENT","TOTAL","NOT SPECIFIED","","","","","10","7.5"
"SURVEY","2026","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","GILCHRIST","041","","","00000000","","RENT","TOTAL","NOT SPECIFIED","86","6.2","55","10.1","49","11"
"SURVEY","2026","YEAR","","COUNTY","FLORIDA","12","CENTRAL","50","HILLSBOROUGH","057","","","00000000","","RENT","TOTAL","NOT SPECIFIED","569","6","43","16.9","13","16.8"
